ROW_ID	ROW_VERSION	ROW_ETAG	id	name	subpool	description	createdOn	createdBy	etag	modifiedOn	modifiedBy	type	currentVersion	parentId	benefactorId	projectId	dataFileHandleId	dataFileSizeBytes	dataFileMD5Hex	dataFileConcreteType	dataFileBucket	dataFileKey	md5_google
52118060	1	6ab67489-9490-48cd-9780-c56da06e50aa	syn52118060	Dataset510xmultiomLane3.raw.tar.gz	CharacterizationMcGinnis_Dataset5_10xlane3		1689799247912	3330650	6ab67489-9490-48cd-9780-c56da06e50aa	1689799248162	3330650	file	1	syn52117507	syn52117441	syn29530512	127173645	700327951	1f01ad6300017c360dd0e7e50e6db09a	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/cdb7f182-6ed9-42d6-8f80-f474f233fa42/Dataset510xmultiomLane3.raw.tar.gz	HwGtYwABfDYN0OflDm2wmg==
52118178	1	4edb01a6-3f60-4fa8-a202-e2970a50c069	syn52118178	Team_1			1689800704310	3330650	4edb01a6-3f60-4fa8-a202-e2970a50c069	1689800704310	3330650	folder	1	syn52117441	syn52117441	syn29530512							
52118179	1	bb2632f9-ce5a-45a5-bb32-a72d2ace3f00	syn52118179	Team_3			1689800709196	3330650	bb2632f9-ce5a-45a5-bb32-a72d2ace3f00	1689800709196	3330650	folder	1	syn52117441	syn52117441	syn29530512							
52118180	1	05849d79-55c1-4b09-af8f-b2fe9336b461	syn52118180	Team_4			1689800713557	3330650	05849d79-55c1-4b09-af8f-b2fe9336b461	1689800713557	3330650	folder	1	syn52117441	syn52117441	syn29530512							
52118181	1	147432ec-bcb1-43f3-80b7-8325a5cfd520	syn52118181	Team_5			1689800718251	3330650	147432ec-bcb1-43f3-80b7-8325a5cfd520	1689800718251	3330650	folder	1	syn52117441	syn52117441	syn29530512							
52118183	1	8c99191e-5c7f-4628-b78a-deda340c6f0d	syn52118183	Team_6			1689800728218	3330650	8c99191e-5c7f-4628-b78a-deda340c6f0d	1689800728218	3330650	folder	1	syn52117441	syn52117441	syn29530512							
52118184	1	de7f9fc0-e139-43cc-a875-2f4bc0bafd73	syn52118184	Team_7			1689800738374	3330650	de7f9fc0-e139-43cc-a875-2f4bc0bafd73	1689800738374	3330650	folder	1	syn52117441	syn52117441	syn29530512							
52118187	1	7413a7d7-4bcb-4f22-af52-98673853e5d8	syn52118187	Team_8			1689800746108	3330650	7413a7d7-4bcb-4f22-af52-98673853e5d8	1689800746108	3330650	folder	1	syn52117441	syn52117441	syn29530512							
52118661	1	fca338ab-7b79-4ee4-82b8-9328223a6a54	syn52118661	Dataset510xmultiomLane3.atac.filter.fragments.hg38.tsv.gz	CharacterizationMcGinnis_Dataset5_10xlane3		1689802865187	3330650	fca338ab-7b79-4ee4-82b8-9328223a6a54	1689802865464	3330650	file	1	syn52117507	syn52117441	syn29530512	127174793	6647773586	2380dc92dc4687b2fea702d771a7e6f2	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/745b5a37-a57e-4e1e-ab6f-8848077978aa/Dataset510xmultiomLane3.atac.filter.fragments.hg38.tsv.gz	I4DcktxGh7L+pwLXcafm8g==
52118668	1	2a31a5d9-dba8-45ff-aacc-13650c3ebc1c	syn52118668	Dataset510xmultiomLane3.Aligned.sortedByCoord.out.bam	CharacterizationMcGinnis_Dataset5_10xlane3		1689803528387	3330650	2a31a5d9-dba8-45ff-aacc-13650c3ebc1c	1689803528634	3330650	file	1	syn52117507	syn52117441	syn29530512	127174911	72362827254	12347ae0d55ef3e5c477c824a3fdf08c	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/7319de9c-eec6-45be-b091-b4cf0a72a45b/Dataset510xmultiomLane3.Aligned.sortedByCoord.out.bam	EjR64NVe8+XEd8gko/3wjA==
52118682	1	88a0685d-54cd-45b3-9a1e-edbb3717300a	syn52118682	Dataset510xmultiomLane3.atac.filter.fragments.hg38.tsv.gz.tbi	CharacterizationMcGinnis_Dataset5_10xlane3		1689804127609	3330650	88a0685d-54cd-45b3-9a1e-edbb3717300a	1689804127859	3330650	file	1	syn52117507	syn52117441	syn29530512	127175100	1916717	ba25f3a43fd1b786d778ae739c37ca06	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/0036f259-0d61-4dbd-ab8b-4b188b4430eb/Dataset510xmultiomLane3.atac.filter.fragments.hg38.tsv.gz.tbi	uiXzpD/Rt4bXeK5znDfKBg==
52118689	1	5611236f-ff38-46f1-8a02-118caad4b9cf	syn52118689	Dataset510xmultiomLane2.Aligned.sortedByCoord.out.bam	CharacterizationMcGinnis_Dataset5_10xlane2		1689804387518	3330650	5611236f-ff38-46f1-8a02-118caad4b9cf	1689804387783	3330650	file	1	syn52117507	syn52117441	syn29530512	127175290	65299468879	bbd0a080660f788976e47a243fae2981	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/03a6f90f-590c-40e8-b9b2-b1fa6d7ddb4f/Dataset510xmultiomLane2.Aligned.sortedByCoord.out.bam	u9CggGYPeIl25HokP64pgQ==
52118692	1	863a9b10-df6b-4e41-a797-1ceffe38168f	syn52118692	Dataset510xmultiomLane3.atac.qc.hg38.metadata.tsv	CharacterizationMcGinnis_Dataset5_10xlane3		1689804666999	3330650	863a9b10-df6b-4e41-a797-1ceffe38168f	1689804667289	3330650	file	1	syn52117507	syn52117441	syn29530512	127175503	39910621	beb36e0c8181ca70ef2ed6d12c75c3ac	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/5cf109f7-140c-4ad0-95e5-cf0fad21926e/Dataset510xmultiomLane3.atac.qc.hg38.metadata.tsv	vrNuDIGBynDvLtbRLHXDrA==
52118693	1	d4aaeeba-9e2a-4f91-814d-3323b3eab114	syn52118693	CharacterizationMcGinnis_Dataset5_10xlane1.Aligned.sortedByCoord.out.bam	CharacterizationMcGinnis_Dataset5_10xlane1		1689804668706	3330650	d4aaeeba-9e2a-4f91-814d-3323b3eab114	1689804668972	3330650	file	1	syn52117507	syn52117441	syn29530512	127175507	85177741585	f32b68b8b1c3b499424291aac13877f5	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/3ba674d5-2260-4abf-a866-fcd22b3e2d6c/CharacterizationMcGinnis_Dataset5_10xlane1.Aligned.sortedByCoord.out.bam	8ytouLHDtJlCQpGqwTh39Q==
52118694	1	8b3e42a9-3954-4baf-964d-4e0801b5f28b	syn52118694	Dataset510xmultiomLane3.hg38.rna.h5	CharacterizationMcGinnis_Dataset5_10xlane3		1689804704549	3330650	8b3e42a9-3954-4baf-964d-4e0801b5f28b	1689804704818	3330650	file	1	syn52117507	syn52117441	syn29530512	127175517	1137543248	f79971168ebb80e245837ca763844d48	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/8e8f1be8-4b15-4646-9b89-b6121b26092b/Dataset510xmultiomLane3.hg38.rna.h5	95lxFo67gOJFg3ynY4RNSA==
52118695	1	3857499d-ee9f-4c52-90b9-62042e497778	syn52118695	CharacterizationMcGinnis_Dataset5_10xlane4.raw.tar.gz	CharacterizationMcGinnis_Dataset5_10xlane4		1689804721838	3330650	3857499d-ee9f-4c52-90b9-62042e497778	1689804722110	3330650	file	1	syn52117507	syn52117441	syn29530512	127175519	834701165	cfad05799d2bc8198acb255c1e13d370	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/322fe571-0e3a-433c-97c7-488cfd5150bb/CharacterizationMcGinnis_Dataset5_10xlane4.raw.tar.gz	z60FeZ0ryBmKyyVcHhPTcA==
52118696	1	486770c7-95ce-4a40-bd29-cde4b116296e	syn52118696	CharacterizationMcGinnis_Dataset5_10xlane4.atac.filter.fragments.hg38.tsv.gz.tbi	CharacterizationMcGinnis_Dataset5_10xlane4		1689804866513	3330650	486770c7-95ce-4a40-bd29-cde4b116296e	1689804866800	3330650	file	1	syn52117507	syn52117441	syn29530512	127175532	1921583	5a8b668dfb81220177289e7847de9f3a	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/3edd7ffe-0b0e-4606-96a0-674dc9af2ecd/CharacterizationMcGinnis_Dataset5_10xlane4.atac.filter.fragments.hg38.tsv.gz.tbi	WotmjfuBIgF3KJ54R96fOg==
52118697	1	fe79a231-adf1-4eb2-9304-d6eb281c0c88	syn52118697	CharacterizationMcGinnis_Dataset5_10xlane4.atac.filter.fragments.hg38.tsv.gz	CharacterizationMcGinnis_Dataset5_10xlane4		1689804867085	3330650	fe79a231-adf1-4eb2-9304-d6eb281c0c88	1689804867346	3330650	file	1	syn52117507	syn52117441	syn29530512	127175533	6748684648	1f8f4b90286e4503dc5bb8401d68e10d	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/1d083254-f31b-46ec-8e8a-54b9bfef98ac/CharacterizationMcGinnis_Dataset5_10xlane4.atac.filter.fragments.hg38.tsv.gz	H49LkChuRQPcW7hAHWjhDQ==
52118698	1	9dae09f4-9b31-4d0c-b3d7-05405cf3ce72	syn52118698	Dataset6_sample_1.raw.tar.gz	Dataset6_Lane_1		1689804877786	3330650	9dae09f4-9b31-4d0c-b3d7-05405cf3ce72	1689804878043	3330650	file	1	syn52117507	syn52117441	syn29530512	127175535	320850677	ad237929cd8d6fe93684171e2e5fd991	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/085ab408-f9dc-4d2b-bc54-98067538ee25/Dataset6_sample_1.raw.tar.gz	rSN5Kc2Nb+k2hBceLl/ZkQ==
52118699	1	373002d8-b959-4220-ae37-33bfc6d1958d	syn52118699	Dataset6_sample_1.atac.filter.fragments.hg38.tsv.gz.tbi	Dataset6_Lane_1		1689804879435	3330650	373002d8-b959-4220-ae37-33bfc6d1958d	1689804879704	3330650	file	1	syn52117507	syn52117441	syn29530512	127175536	2200249	0a26c48e8c3216cf403cefb0920b0eaf	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/2b98e74d-6e42-441a-855d-6cf85ca30800/Dataset6_sample_1.atac.filter.fragments.hg38.tsv.gz.tbi	CibEjowyFs9APO+wkgsOrw==
52118700	1	cf04e0d6-d65d-44e3-9eea-1dd37fc1bd4c	syn52118700	Dataset6_sample_1.hg38.rna.h5	Dataset6_Lane_1		1689804906949	3330650	cf04e0d6-d65d-44e3-9eea-1dd37fc1bd4c	1689804907206	3330650	file	1	syn52117507	syn52117441	syn29530512	127175539	581018744	361d81656dac79fea348b890fa161ac7	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/4c12abba-78ba-4330-adbc-883e9183cd1e/Dataset6_sample_1.hg38.rna.h5	Nh2BZW2sef6jSLiQ+hYaxw==
52118701	1	9c14c2ac-4469-4175-999f-28b2e4a2475b	syn52118701	Dataset6_sample_2.raw.tar.gz	Dataset6_Lane_2		1689804921682	3330650	9c14c2ac-4469-4175-999f-28b2e4a2475b	1689804921938	3330650	file	1	syn52117507	syn52117441	syn29530512	127175540	329117675	763c82bc2a877755885ed63c05203605	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/69b48e1a-61ea-43f7-954f-c01e8ffb71aa/Dataset6_sample_2.raw.tar.gz	djyCvCqHd1WIXtY8BSA2BQ==
52118713	1	c97dbd0f-dfae-4184-ba82-009d79d7bb63	syn52118713	Dataset6_sample_1.atac.filter.fragments.hg38.tsv.gz	Dataset6_Lane_1		1689805198396	3330650	c97dbd0f-dfae-4184-ba82-009d79d7bb63	1689805198708	3330650	file	1	syn52117507	syn52117441	syn29530512	127175589	8701950955	91248f388ec468ba93b8e3a72ce31748	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/a39641b2-31e4-4870-9d71-9b2915b30f86/Dataset6_sample_1.atac.filter.fragments.hg38.tsv.gz	kSSPOI7EaLqTuOOnLOMXSA==
52118715	1	3c2a7623-be9a-4da6-9c30-eacc690af8dd	syn52118715	Dataset6_sample_2.qc.rna.hg38.barcode.metadata.tsv	Dataset6_Lane_2		1689805201197	3330650	3c2a7623-be9a-4da6-9c30-eacc690af8dd	1689805201469	3330650	file	1	syn52117507	syn52117441	syn29530512	127175591	31763065	c637bafb96b71456efea4a54670a737c	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/cbdca2bc-ec95-45be-a85c-0e167c31056d/Dataset6_sample_2.qc.rna.hg38.barcode.metadata.tsv	xje6+5a3FFbv6kpUZwpzfA==
52118744	1	635118b3-5bfe-4a5f-9209-6898a079904c	syn52118744	Dataset6_sample_2.atac.filter.fragments.hg38.tsv.gz	Dataset6_Lane_2		1689805462451	3330650	635118b3-5bfe-4a5f-9209-6898a079904c	1689805462725	3330650	file	1	syn52117507	syn52117441	syn29530512	127175767	7094637781	902adf21eaeb4124454f1ed8804b8431	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/e83b9ba9-06bb-4db9-9d35-dad99eb94741/Dataset6_sample_2.atac.filter.fragments.hg38.tsv.gz	kCrfIerrQSRFTx7YgEuEMQ==
52118745	1	64ebe287-b6b2-4c65-a2ad-57648108f214	syn52118745	Dataset6_sample_2.atac.filter.fragments.hg38.tsv.gz.tbi	Dataset6_Lane_2		1689805464186	3330650	64ebe287-b6b2-4c65-a2ad-57648108f214	1689805464481	3330650	file	1	syn52117507	syn52117441	syn29530512	127175769	1988660	38cf5b02fc424fc855637e4818286e44	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/062c4e88-a6c4-4a4a-8689-14efc4367cab/Dataset6_sample_2.atac.filter.fragments.hg38.tsv.gz.tbi	OM9bAvxCT8hVY35IGChuRA==
52118747	1	a2763687-68a7-4d8c-965b-24d452606e4a	syn52118747	Dataset6_sample_2.atac.qc.hg38.metadata.tsv	Dataset6_Lane_2		1689805467305	3330650	a2763687-68a7-4d8c-965b-24d452606e4a	1689805467595	3330650	file	1	syn52117507	syn52117441	syn29530512	127175771	35155075	8dc3a2f76e68991e12f0531e24818161	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/a7862d60-fcd2-4167-8257-b21ae36a623f/Dataset6_sample_2.atac.qc.hg38.metadata.tsv	jcOi925omR4S8FMeJIGBYQ==
52118749	1	63a7dfd4-c02c-4727-b4b3-0224933d435a	syn52118749	Dataset6_sample_2.hg38.rna.h5	Dataset6_Lane_2		1689805487496	3330650	63a7dfd4-c02c-4727-b4b3-0224933d435a	1689805487790	3330650	file	1	syn52117507	syn52117441	syn29530512	127175778	594279716	a515bb3b22406c9280baaf95285e5271	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/a888f017-12d0-40d1-9dbf-a951159b69b2/Dataset6_sample_2.hg38.rna.h5	pRW7OyJAbJKAuq+VKF5ScQ==
52118750	1	f8707e48-347a-44b5-ba5c-f1c55ea43c5b	syn52118750	Dataset6_sample_3.raw.tar.gz	Dataset6_Lane_3		1689805496763	3330650	f8707e48-347a-44b5-ba5c-f1c55ea43c5b	1689805497053	3330650	file	1	syn52117507	syn52117441	syn29530512	127175784	214412156	f96ba66ac2f2171d8a4984baf593c870	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/12e8e593-d0c6-4944-a107-5107649febbe/Dataset6_sample_3.raw.tar.gz	+WumasLyFx2KSYS69ZPIcA==
52118826	1	bab38979-7dd5-495c-b95e-782e69ccad6a	syn52118826	Dataset6_sample_1.Aligned.sortedByCoord.out.bam	Dataset6_Lane_1		1689807897986	3330650	bab38979-7dd5-495c-b95e-782e69ccad6a	1689807898232	3330650	file	1	syn52117507	syn52117441	syn29530512	127176418	56482600536	53f9f2f204b0aa34cd073a1555eacf5b	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/afefab96-215f-4608-ac73-29b5270ca4c3/Dataset6_sample_1.Aligned.sortedByCoord.out.bam	U/ny8gSwqjTNBzoVVerPWw==
52118845	1	1254bb7e-a5b3-4da4-a0f0-c29d276a2dfb	syn52118845	Dataset6_sample_3.qc.rna.hg38.barcode.metadata.tsv	Dataset6_Lane_3		1689809285770	3330650	1254bb7e-a5b3-4da4-a0f0-c29d276a2dfb	1689809286038	3330650	file	1	syn52117507	syn52117441	syn29530512	127176740	25846492	25c1557a9570575b02f0e38a88109514	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/4bd8b12f-3950-4a19-9e42-632841cf4d6a/Dataset6_sample_3.qc.rna.hg38.barcode.metadata.tsv	JcFVepVwV1sC8OOKiBCVFA==
52118846	1	c59b1b2c-aef5-438f-9ed2-9b3f78361561	syn52118846	Dataset6_sample_3.Aligned.sortedByCoord.out.bam	Dataset6_Lane_3		1689809285856	3330650	c59b1b2c-aef5-438f-9ed2-9b3f78361561	1689809286154	3330650	file	1	syn52117507	syn52117441	syn29530512	127176739	26965896994	29c8e1a8cbc1a28a70deedc09899f52a	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/29046039-33de-4542-9c2c-a6e5e2950b12/Dataset6_sample_3.Aligned.sortedByCoord.out.bam	KcjhqMvBoopw3u3AmJn1Kg==
52118863	1	755bf692-1778-4652-aea7-4eb584a6b417	syn52118863	Dataset6_sample_3.atac.filter.fragments.hg38.tsv.gz.tbi	Dataset6_Lane_3		1689810463581	3330650	755bf692-1778-4652-aea7-4eb584a6b417	1689810463844	3330650	file	1	syn52117507	syn52117441	syn29530512	127176917	2086642	b346ef27d5af0663becb6e440d43b811	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/6ad79760-95b8-4498-afc1-fe262c0d9c97/Dataset6_sample_3.atac.filter.fragments.hg38.tsv.gz.tbi	s0bvJ9WvBmO+y25EDUO4EQ==
52118871	1	fa47107b-68c7-467a-91e1-5b004d1f61b7	syn52118871	CharacterizationMcGinnis_Dataset5_10xlane4.Aligned.sortedByCoord.out.bam	CharacterizationMcGinnis_Dataset5_10xlane4		1689810530672	3330650	fa47107b-68c7-467a-91e1-5b004d1f61b7	1689810530922	3330650	file	1	syn52117507	syn52117441	syn29530512	127176925	93995652666	f3fc391db243a1e237784bf0d79c8308	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/8eca706d-09db-4fc4-84ff-39c50f47c227/CharacterizationMcGinnis_Dataset5_10xlane4.Aligned.sortedByCoord.out.bam	8/w5HbJDoeI3eEvw15yDCA==
52118879	1	51f8bafe-afaf-4d01-92b4-4d8408e4d697	syn52118879	Dataset6_sample_3.atac.filter.fragments.hg38.tsv.gz	Dataset6_Lane_3		1689810680123	3330650	51f8bafe-afaf-4d01-92b4-4d8408e4d697	1689810680363	3330650	file	1	syn52117507	syn52117441	syn29530512	127176983	7914421413	e0baae2b6af987c2f0a9bd5004e49321	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/f7e83504-a930-4740-99ac-75414ed83ec5/Dataset6_sample_3.atac.filter.fragments.hg38.tsv.gz	4LquK2r5h8Lwqb1QBOSTIQ==
52118889	1	663109c4-5e39-4898-9a48-8d3261461a1f	syn52118889	Dataset6_sample_2.Aligned.sortedByCoord.out.bam	Dataset6_Lane_2		1689810890995	3330650	663109c4-5e39-4898-9a48-8d3261461a1f	1689810891294	3330650	file	1	syn52117507	syn52117441	syn29530512	127177010	54634001046	50c9bb9b57db0bb19cc74dcb6faa0d33	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/bbebb145-60d2-4f6e-a583-76d107f7dffb/Dataset6_sample_2.Aligned.sortedByCoord.out.bam	UMm7m1fbC7Gcx03Lb6oNMw==
52118890	1	4018fded-d56b-40e3-92c3-2b4db6b1db9e	syn52118890	Dataset6_sample_3.hg38.rna.h5	Dataset6_Lane_3		1689810901049	3330650	4018fded-d56b-40e3-92c3-2b4db6b1db9e	1689810901306	3330650	file	1	syn52117507	syn52117441	syn29530512	127177011	400600460	1ecf55adbf173ba96beceecd9b10ece9	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/35f27dfa-6214-4803-8dc0-2883fe39eb11/Dataset6_sample_3.hg38.rna.h5	Hs9Vrb8XO6lr7O7NmxDs6Q==
52118891	1	78adbb5b-529c-4ebb-8318-993f6876a402	syn52118891	Dataset6_sample_4.raw.tar.gz	Dataset6_Lane_4		1689810908039	3330650	78adbb5b-529c-4ebb-8318-993f6876a402	1689810908298	3330650	file	1	syn52117507	syn52117441	syn29530512	127177012	354276938	2659b8ad6e5975e7efba85d4de0d5d16	org.sagebionetworks.repo.model.file.S3FileHandle	proddata.sagebase.org	3330650/61c71065-a930-49d0-91ee-63fa576d36c0/Dataset6_sample_4.raw.tar.gz	Jlm4rW5ZdefvuoXU3g1dFg==
